Report Type,Taxonomy ID (Long Format),Item Name (VI),Unified UI Column,VCI Old Key,MAS Old Key,KBS Old Key
balance_sheet,BS_OFF_INVESTOR_LISTED_FINANCIAL_ASSETS,Tài sản tài chính niêm yết/đăng ký giao dịch tại VSD của NĐT,tai_san_tai_chinh_niem_yet_dang_ky_giao_dich_tai_vsd_cua_ndt,tai_san_tai_chinh_niem_yet_dang_ky_giao_dich_tai_vsd_cua_ndt,,
balance_sheet,BS_OFF_INVESTOR_LISTED_FREELY_TRADABLE,Tài sản tài chính giao dịch tự do chuyển nhượng,tai_san_tai_chinh_giao_dich_tu_do_chuyen_nhuong,tai_san_tai_chinh_giao_dich_tu_do_chuyen_nhuong,,
balance_sheet,BS_OFF_INVESTOR_LISTED_RESTRICTED,Tài sản tài chính hạn chế chuyển nhượng,tai_san_tai_chinh_han_che_chuyen_nhuong,tai_san_tai_chinh_han_che_chuyen_nhuong,,
balance_sheet,BS_OFF_INVESTOR_LISTED_PLEDGED,Tài sản tài chính giao dịch cầm cố,tai_san_tai_chinh_giao_dich_cam_co,tai_san_tai_chinh_giao_dich_cam_co,,
balance_sheet,BS_OFF_INVESTOR_LISTED_BLOCKED,"Tài sản tài chính phong tỏa, tạm giữ",tai_san_tai_chinh_phong_toa_tam_giu,tai_san_tai_chinh_phong_toa_tam_giu,,
balance_sheet,BS_OFF_INVESTOR_LISTED_AWAITING_SETTLEMENT,Tài sản tài chính chờ thanh toán,tai_san_tai_chinh_cho_thanh_toan,tai_san_tai_chinh_cho_thanh_toan,,
balance_sheet,BS_OFF_INVESTOR_LISTED_AWAITING_LENDING,Tài sản tài chính chờ cho vay,tai_san_tai_chinh_cho_cho_vay,tai_san_tai_chinh_cho_cho_vay,,
balance_sheet,BS_OFF_INVESTOR_UNTRADED_FINANCIAL_ASSETS,Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch của NĐT,tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_cua_ndt,tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_cua_ndt,,
balance_sheet,BS_OFF_INVESTOR_UNTRADED_FREELY_TRADABLE,"Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, tự do chuyển nhượng",tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_tu_do_chuyen_nhuong,tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_tu_do_chuyen_nhuong,,
balance_sheet,BS_OFF_INVESTOR_UNTRADED_RESTRICTED,"Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, hạn chế chuyển nhượng",tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_han_che_chuyen_nhuong,tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_han_che_chuyen_nhuong,,
balance_sheet,BS_OFF_INVESTOR_UNTRADED_PLEDGED,"Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, cầm cố",tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_cam_co,tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_cam_co,,
balance_sheet,BS_OFF_INVESTOR_UNTRADED_BLOCKED,"Tài sản tài chính đã lưu ký tại VSD và chưa giao dịch, phong tỏa, tạm giữ",tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_phong_toa_tam_giu,tai_san_tai_chinh_da_luu_ky_tai_vsd_va_chua_giao_dich_phong_toa_tam_giu,,
balance_sheet,BS_OFF_INVESTOR_AWAITING_FINANCIAL_ASSETS,Tài sản tài chính chờ về của NĐT,tai_san_tai_chinh_cho_ve_cua_ndt,tai_san_tai_chinh_cho_ve_cua_ndt,,
balance_sheet,BS_OFF_INVESTOR_ERROR_CORRECTION_FINANCIAL_ASSETS,Tài sản tài chính sửa lỗi giao dịch của NĐT,tai_san_tai_chinh_sua_loi_giao_dich_cua_ndt,tai_san_tai_chinh_sua_loi_giao_dich_cua_ndt,,
balance_sheet,BS_OFF_INVESTOR_UNREGISTERED_FINANCIAL_ASSETS,Tài sản tài chính chưa lưu ký tại VSD của NĐT,tai_san_tai_chinh_chua_luu_ky_tai_vsd_cua_ndt,tai_san_tai_chinh_chua_luu_ky_tai_vsd_cua_ndt,,
balance_sheet,BS_OFF_INVESTOR_ENTITLED_FINANCIAL_ASSETS,Tài sản tài chính được hưởng quyền của Nhà đầu tư,tai_san_tai_chinh_duoc_huong_quyen_cua_nha_dau_tu,tai_san_tai_chinh_duoc_huong_quyen_cua_nha_dau_tu,,
balance_sheet,BS_OFF_CUSTOMER_DEPOSITS,Tiền gửi của khách hàng,tien_gui_cua_khach_hang,tien_gui_cua_khach_hang,,
balance_sheet,BS_OFF_INVESTOR_TRADING_DEPOSITS,Tiền gửi của Nhà đầu tư về giao dịch chứng khoán,tien_gui_cua_nha_dau_tu_ve_giao_dich_chung_khoan,tien_gui_cua_nha_dau_tu_ve_giao_dich_chung_khoan,,
balance_sheet,BS_OFF_GENERAL_TRADING_DEPOSITS,Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,tien_gui_tong_hop_giao_dich_chung_khoan_cho_khach_hang,tien_gui_tong_hop_giao_dich_chung_khoan_cho_khach_hang,,
balance_sheet,BS_OFF_CLEARING_DEPOSITS,Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,tien_gui_bu_tru_va_thanh_toan_giao_dich_chung_khoan,tien_gui_bu_tru_va_thanh_toan_giao_dich_chung_khoan,,
balance_sheet,BS_OFF_CLEARING_DEPOSITS_DOMESTIC,Tiền gửi bù trừ và thanh toán giao dịch chứng khoán Nhà đầu tư trong nước,tien_gui_bu_tru_va_thanh_toan_giao_dich_chung_khoan_nha_dau_tu_trong_nuoc,tien_gui_bu_tru_va_thanh_toan_giao_dich_chung_khoan_nha_dau_tu_trong_nuoc,,
balance_sheet,BS_OFF_CLEARING_DEPOSITS_FOREIGN,Tiền gửi bù trừ và thanh toán giao dịch chứng khoán Nhà đầu tư nước ngoài,tien_gui_bu_tru_va_thanh_toan_giao_dich_chung_khoan_nha_dau_tu_nuoc_ngoai,tien_gui_bu_tru_va_thanh_toan_giao_dich_chung_khoan_nha_dau_tu_nuoc_ngoai,,
balance_sheet,BS_OFF_ISSUER_DEPOSITS,Tiền gửi của Tổ chức phát hành chứng khoán,tien_gui_cua_to_chuc_phat_hanh_chung_khoan,tien_gui_cua_to_chuc_phat_hanh_chung_khoan,,
balance_sheet,BS_OFF_PAYABLES_INVESTOR_DEPOSITS,Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,phai_tra_nha_dau_tu_ve_tien_gui_giao_dich_chung_khoan_theo_phuong_thuc_ctck_quan_ly,phai_tra_nha_dau_tu_ve_tien_gui_giao_dich_chung_khoan_theo_phuong_thuc_ctck_quan_ly,,
balance_sheet,BS_OFF_PAYABLES_INVESTOR_DEPOSITS_DOMESTIC,Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,phai_tra_nha_dau_tu_trong_nuoc_ve_tien_gui_giao_dich_chung_khoan_theo_phuong_thuc_ctck_quan_ly,phai_tra_nha_dau_tu_trong_nuoc_ve_tien_gui_giao_dich_chung_khoan_theo_phuong_thuc_ctck_quan_ly,,
balance_sheet,BS_OFF_PAYABLES_INVESTOR_DEPOSITS_FOREIGN,Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,phai_tra_nha_dau_tu_nuoc_ngoai_ve_tien_gui_giao_dich_chung_khoan_theo_phuong_thuc_ctck_quan_ly,phai_tra_nha_dau_tu_nuoc_ngoai_ve_tien_gui_giao_dich_chung_khoan_theo_phuong_thuc_ctck_quan_ly,,
balance_sheet,BS_OFF_PAYABLES_ISSUER,Phải trả Tổ chức phát hành chứng khoán,phai_tra_to_chuc_phat_hanh_chung_khoan,phai_tra_to_chuc_phat_hanh_chung_khoan,,
balance_sheet,BS_OFF_CUSTOMER_ERROR_CORRECTION_RECEIVABLES_PAYABLES,Phải thu/phải trả của khách hàng về lỗi giao dịch các tài sản tài chính,phai_thu_phai_tra_cua_khach_hang_ve_loi_giao_dich_cac_tai_san_tai_chinh,phai_thu_phai_tra_cua_khach_hang_ve_loi_giao_dich_cac_tai_san_tai_chinh,,
balance_sheet,BS_OFF_PAYABLES_BROKERAGE_LOANS,Phải trả vay CTCK,phai_tra_vay_ctck,phai_tra_vay_ctck,,
balance_sheet,BS_OFF_PAYABLES_DIVIDENDS_PRINCIPAL_INTEREST,"Phải trả cổ tức, gốc và lãi trái phiếu",phai_tra_co_tuc_goc_va_lai_trai_phieu,phai_tra_co_tuc_goc_va_lai_trai_phieu,,
